"locationID","verbatimLatitude","verbatimLongitude","verbatimWaterbody","Program"
"{362CFAA6-0F22-4855-BCDC-0A241A7E4D61}",45.2878438729477,-123.449070979307,NA,"AREMP"
"{53DDAF5E-CCE5-4862-BFA3-8D0CED06A62C}",45.3002278826928,-123.43788600953,NA,"AREMP"
"{F6A50E03-AB71-4D04-8105-16236ADEA6D6}",44.7696884824262,-121.805245979888,NA,"AREMP"
"{640BF5FE-2BDB-47A0-9A05-4136E230F019}",44.7929856732927,-121.914261689132,NA,"AREMP"
"{8602153F-0065-468E-96B2-2BD9C4895687}",44.7777977321923,-121.817612820545,NA,"AREMP"
"{0BBC31A4-1F2D-442E-ABAC-EE72F9FC7AE1}",44.7941179426861,-121.910270649974,NA,"AREMP"
"{E0E55B52-25EE-4A6F-98CF-F748C6C089DB}",44.7875380928771,-121.933237259864,NA,"AREMP"
"{2FF5FBEF-C501-4C36-AB16-925D93D34855}",44.7968994227146,-121.897119820077,NA,"AREMP"
"{EA0640AC-DAE2-4D52-97B7-45BAA05C8982}",44.771342482439,-121.812781880143,NA,"AREMP"
"{3053196E-A7F7-468E-A25E-901431DEF4EF}",43.8736638318737,-123.826654008806,NA,"AREMP"
"{89DF635E-998E-4903-8269-55ED87A989B4}",43.8966948714668,-123.799722960377,NA,"AREMP"
"{55464A0F-D4E2-43B0-828B-B5225B0824D6}",43.8727908612426,-123.859406970064,NA,"AREMP"
"{1DABEBB2-A0BE-4FF2-8488-3A94E6D22E0B}",43.9256848619773,-123.816990009802,NA,"AREMP"
"{F595CCE7-3B23-492D-880C-5DDAC58E28BE}",43.8720738708689,-123.821342989689,NA,"AREMP"
"{5DFCA21A-5DEF-40B9-AEC1-EA3C030E0779}",43.8805708508004,-123.850307989688,NA,"AREMP"
"{DC126B12-2F1F-4722-B19F-0B6CEE90379B}",45.209899762402,-123.634125190379,NA,"AREMP"
"{D20C66BE-0DBD-46BB-853C-B2B95DC035CA}",45.2812100524106,-123.609341680587,NA,"AREMP"
"{6888A707-E086-4649-A241-4B4497B74BA5}",45.2689388324923,-123.637765229706,NA,"AREMP"
"{19D2070D-7EF1-4582-ACEE-45CA09668680}",45.2591844316871,-123.642002240476,NA,"AREMP"
"{93EB0070-8E10-4179-B5EE-B7FB3636E91C}",42.9086327881472,-123.152235589448,NA,"AREMP"
"{A2ED1C9E-6482-945C-C98E-17B17102F978}",42.8682895261222,-123.135474676086,NA,"AREMP"
"{FC7F7242-50C5-40F4-96D6-F3071825AC86}",42.900687458324,-123.150865199602,NA,"AREMP"
"{0738A5BB-4D26-8C25-C772-280563362146}",42.8876093020432,-123.134546449506,NA,"AREMP"
"{8FD88266-A82A-37DD-A945-DBAB1945F67E}",42.9192299673943,-123.145930218023,NA,"AREMP"
"{13872A60-3E2E-48E6-A73F-5B54D81ADB47}",42.8910898573396,-123.135023503391,NA,"AREMP"
"{3C7F26B7-2F66-4F46-944D-91858BF937AA}",42.8788751014928,-123.118197667538,NA,"AREMP"
"{928803AF-955A-49F2-A9F9-57D3878ABAAC}",42.886826887961,-123.133922780511,NA,"AREMP"
"{4363ACE6-36F3-406E-8582-AED814AC2148}",42.900774107656,-123.153425460773,NA,"AREMP"
"{0F6255B0-7331-4C07-8C5F-7598EA382933}",42.9225701972864,-123.143885550885,NA,"AREMP"
"{044ABB1F-F076-4F76-8003-AAB7E4CD07D0}",44.2961296124429,-122.378213040133,NA,"AREMP"
"{6FE2806A-D9E6-4AB0-912A-8843D1841A72}",44.305250042235,-122.371625789578,NA,"AREMP"
"{BD57EA13-7646-4305-BED8-C703BF2B0752}",44.2907566418683,-122.369358899533,NA,"AREMP"
"{DB345D5A-0BC8-4603-9C3D-7F184BD71D98}",44.3088121015602,-122.36887450961,NA,"AREMP"
"{3781F74A-9920-4C9E-9B26-FD8357B178E6}",44.296773421668,-122.370610740371,NA,"AREMP"
"{A6EF5B01-82B8-410D-9E63-580241DC268E}",43.4902635995647,-122.790106809098,NA,"AREMP"
"{1F51CC88-6BC2-4F31-A8BD-E296B7162054}",43.4722772101156,-122.771204530207,NA,"AREMP"
"{ED0FFD38-49F0-456D-85EB-29C98B90F244}",43.495748380172,-122.778943370503,NA,"AREMP"
"{F70E692B-5F86-4FEE-B518-B30382BD8817}",43.47549099973,-122.773602669925,NA,"AREMP"
"{B24E96E0-A395-4263-96DF-4FF062DBF0C6}",43.510330380765,-122.784780858843,NA,"AREMP"
"{3AF4E4D0-BDCB-4A48-AD91-C5DAB9FF9F3C}",43.7193628901453,-123.596400770263,NA,"AREMP"
"{98900344-EFE4-4916-BE43-4C3929EEC3EA}",43.6845275003081,-123.585757470064,NA,"AREMP"
"{8F0F646D-5CB8-4880-960B-4B5C90295D46}",43.6949895905055,-123.613330739704,NA,"AREMP"
"{D91A1E6D-C294-41E4-9BA1-C0CCC4B0FBBD}",43.7102204604336,-123.590118930207,NA,"AREMP"
"{4C685CC2-E6E2-4451-A54E-A6D9F05579CB}",43.6939540807802,-123.565314239923,NA,"AREMP"
"{51C8B87C-6E0F-46E8-BEB6-F01E527FD81E}",43.7015601208797,-123.608722720672,NA,"AREMP"
"{E9455F9A-7673-49F2-8409-E5F7843645FF}",45.032175122508,-121.898319080054,NA,"AREMP"
"{407F8431-D0A6-4D14-8225-90EA0D9E5E66}",44.9839870526965,-121.897406040338,NA,"AREMP"
"{331F003F-A238-4ABE-A5CF-3E49C8B1FC1A}",45.001155712909,-121.876002350103,NA,"AREMP"
"{B0205368-BB08-48A3-AF58-77D402AAA3F7}",45.0194298529807,-121.906607530176,NA,"AREMP"
"{1150D7F3-1DA4-48D1-87BB-56D30B1B6580}",44.9972055718704,-121.880831829824,NA,"AREMP"
"{285F0B0A-7DA8-4D4D-9D79-5B0097046FCA}",45.0139615823354,-121.868561900078,NA,"AREMP"
"{0491D943-810E-4613-A1BA-E4E25E1531BB}",44.5863636227483,-122.209207891101,NA,"AREMP"
"{8CD37F2F-12C3-4C14-AE6B-41B90D5403F1}",44.580410852336,-122.153027999416,NA,"AREMP"
"{8B49CA70-A649-4677-A60C-B9B57F4FDE4E}",44.5861113129721,-122.197558590022,NA,"AREMP"
"{C4689776-F84C-48A6-A598-7B446838183E}",44.5756992223713,-122.185396200298,NA,"AREMP"
"{141FBFEF-4385-40D7-81AA-C8A917C4915F}",44.5777384823305,-122.256004609866,NA,"AREMP"
"{8BC82140-B074-4E94-BDBF-3D0814A16241}",44.6048988527287,-122.209392999266,NA,"AREMP"
"{F4022624-DCE4-4534-A742-26BC64B863F8}",44.5840995128387,-122.181739109511,NA,"AREMP"
"{061E510B-0E5D-4020-931B-3F8404AEE8CB}",43.9911746913176,-122.303740239636,NA,"AREMP"
"{7B848C25-7819-46B9-BF87-D83D3AA494AB}",44.0203951914924,-122.304421480703,NA,"AREMP"
"{691772EC-6585-4FC9-8C3D-769E1D8B7F2C}",44.0158469114382,-122.289540680095,NA,"AREMP"
"{68D7EE57-975E-44C2-A3AD-248EC153DBEF}",44.0099676508749,-122.302697079261,NA,"AREMP"
"{414791F7-5493-4D18-9394-4E3245FA9E70}",44.0205169321584,-122.309647989643,NA,"AREMP"
"{FB710775-67D7-4AAA-8E35-AF91D1400CC1}",44.0292997813149,-122.308897140317,NA,"AREMP"
"{AC21B994-9E17-4AD7-8744-CA2E448F761A}",44.0251562918573,-122.307098519973,NA,"AREMP"
"{6D28A4B9-367F-4E2F-BEE3-0EECEF578349}",42.3339159443953,-122.373280049468,NA,"AREMP"
"{30AF64D2-9E01-4882-9130-901E60321635}",42.3337624150718,-122.308948500287,NA,"AREMP"
"{9E777B72-3266-4B7A-8A98-7113BF42EEA8}",42.348463495624,-122.363956840016,NA,"AREMP"
"{F855B8EA-8504-848E-33CD-DB0A8A79239D}",42.3312947209452,-122.298163697425,NA,"AREMP"
"{2BF33FBD-A192-49A2-9A4E-50D537FBD8FC}",42.3474147654801,-122.328503720462,NA,"AREMP"
"{85554044-1C33-4394-B6F7-5F7A3E593B65}",42.3268899748799,-122.288208790413,NA,"AREMP"
"{269BD217-1060-81D9-5ACD-6C53C636CD0C}",44.0804633548312,-121.805690003803,NA,"AREMP"
"{F2294555-049E-4CC6-ABDD-063C85617BCE}",44.0941378920359,-121.856472440022,NA,"AREMP"
"{7623444D-DB3A-4FA7-968F-3B3AA63C8988}",44.0913495517314,-121.840661360212,NA,"AREMP"
"{F5F0F049-D246-482B-B7B9-A443EF8D7D12}",44.0911951916949,-121.864736370018,NA,"AREMP"
"{EBF04B07-7DEC-4650-83CA-5ECEE4487DAB}",44.080144611471,-121.814751920661,NA,"AREMP"
"{FDE62F4F-A9B1-4304-8E48-ACAE25158177}",44.0963653515459,-121.830156650245,NA,"AREMP"
"{F6DF5E4B-7796-4D15-9C41-7144C77BC9EC}",44.3056216125325,-123.495821479611,NA,"AREMP"
"{CACDE120-F9BF-4228-AD8E-DC36FED8943A}",44.3168614126072,-123.520282389513,NA,"AREMP"
"{F45497FC-74C2-4A96-A017-D3373B8C02C7}",44.3764383822839,-123.476216630616,NA,"AREMP"
"{3D826A31-2B36-4969-9024-0E1354531468}",44.3004206425716,-123.461750051007,NA,"AREMP"
"{52B529E7-CDF7-4D9C-BFAE-F0B00A50FA24}",44.3198103318079,-123.489515360672,NA,"AREMP"
"{C0E7D48B-8AA3-49EE-892A-A283A022348C}",44.3188423015457,-123.494322879844,NA,"AREMP"
"{D281D16F-EC0A-4515-A388-AB1012D2BFBE}",44.3113473721673,-123.4747439302,NA,"AREMP"
"{C0933E3A-E5E0-4477-B05E-A943EE1BA2F2}",44.3429039821922,-123.473183550001,NA,"AREMP"
"{2E20590F-341A-4F13-A67C-FACB95B795CF}",44.3047177116095,-123.472529340491,NA,"AREMP"
"{3C4B0BD0-236F-49B9-8FB7-4C1FF5B1699A}",44.2954651793942,-123.515994769451,NA,"AREMP"
"{3024CF82-2113-48B9-93FD-B2695349C855}",42.0520584628918,-123.266934560181,NA,"AREMP"
"{39DB8B2E-9BE9-4670-9E8E-D45EFA4AC33E}",42.0740234632657,-123.211780920082,NA,"AREMP"
"{8CF7E4E3-2D12-4521-9E21-C5E2EC7EAFB4}",42.0417551129965,-123.329274100277,NA,"AREMP"
"{8607117D-9DF8-485A-A5C7-FE5B6CBF2563}",42.0455133726894,-123.288161780118,NA,"AREMP"
"{034DD312-B17A-48F1-8547-34C3734AE4F4}",42.042024783645,-123.270916090035,NA,"AREMP"
"{B699D173-335C-4948-9CA2-1FF61E895438}",42.0541085534803,-123.235582600972,NA,"AREMP"
"{53C6C682-C0C2-4A6C-8C5B-84FC47DE7B6B}",42.0353808627592,-123.308391969928,NA,"AREMP"
"{0830ED6E-5196-4D86-B82C-F25AABE28FE9}",42.0533408529174,-123.260414959457,NA,"AREMP"
"{D0A5E8D0-9E2D-4FAF-9AAE-468B76510621}",42.0449908829106,-123.306624981151,NA,"AREMP"
"{235F143C-68F5-4817-A1C8-A96C6F75A36A}",43.9152237417291,-121.951620859979,NA,"AREMP"
"{146D309C-8DFB-40DD-8060-4EC2A45E21CD}",43.9042304610182,-121.968839129149,NA,"AREMP"
"{08DDF258-FBF7-4719-B8C9-886A270B13DD}",43.9299533409271,-122.009850610659,NA,"AREMP"
"{7FB251CA-0F35-41BC-A555-5997E45D9F8B}",43.9279207308839,-121.969280439892,NA,"AREMP"
"{EDDCEEBF-129A-4476-8838-185BA9C59D73}",43.9154506416672,-121.980834219156,NA,"AREMP"
"{CA3246E3-9254-4D41-9A35-BD73F0999EA8}",43.936674961315,-122.030035239876,NA,"AREMP"
"{BE2F1948-8C2A-4950-B60C-C8843342EC02}",43.9530486868297,-122.015235300024,NA,"AREMP"
"{619DFB5E-F03E-4FFB-8611-A9A4537D9A74}",42.5753066606833,-124.027677053179,NA,"AREMP"
"{E7864934-28AB-4C9C-80D7-DADC70931242}",42.5772372063389,-124.023294999749,NA,"AREMP"
"{286AA584-0D5F-4DDF-A35B-40BB69343CD0}",42.5738171257133,-124.035094760403,NA,"AREMP"
"{D3AE60B4-0781-4E29-A7DB-CC6E5A08517A}",42.5758594863572,-124.032313789806,NA,"AREMP"
"{1ECE8D9B-6831-4261-8EBA-208538B8E045}",42.5719327567522,-124.039315910244,NA,"AREMP"
"{C1591E5D-9336-43A0-A9F4-9D3A43D9B4BE}",42.5704632957955,-124.042459360186,NA,"AREMP"
"{3EDCDC15-7BB2-433E-ACFC-ED81880E1AF4}",43.8873825109022,-121.765672160696,NA,"AREMP"
"{9600D808-CB48-4AB7-8849-2F1451FACD61}",43.8456502716382,-121.78074025033,NA,"AREMP"
"{BB18248D-1474-48C1-A55D-65C146184F66}",43.8404448707921,-121.77725127078,NA,"AREMP"
"{2A119840-0984-4D52-B9FF-73832955AA76}",43.8249215017139,-121.773800040156,NA,"AREMP"
"{39B3D0FD-4623-4C98-BD37-3027F814469F}",43.8469175314694,-121.767104179341,NA,"AREMP"
"{7F906C71-D2A2-4FD5-BA11-D3C069B26CD2}",43.8692151911012,-121.780956860098,NA,"AREMP"
"{4DAE6F24-6D3F-4073-AC41-6F5354B515B2}",43.827296760616,-121.773639480143,NA,"AREMP"
"{DCCE0848-FEB1-4F69-ABEE-E9D77147E466}",43.8334018617309,-121.769424009985,NA,"AREMP"
"{B1287446-3708-4EC3-97E4-2F502204400D}",42.9284279580587,-122.60661626996,NA,"AREMP"
"{78246DDF-BB0C-4D18-9CD7-6AA043F478E7}",42.9131690086364,-122.640992910412,NA,"AREMP"
"{D1CAF099-DA71-400A-8120-4CC07A95C54B}",42.9412550074243,-122.582228949835,NA,"AREMP"
"{2FEF5F31-A35A-4D84-B811-CC3E71591306}",42.9679909477688,-122.68312644948,NA,"AREMP"
"{549A3340-A77E-4B7B-9EFB-0645EF7732B3}",42.9375201072886,-122.668182989251,NA,"AREMP"
"{1F214213-EE6E-41F2-B654-6D17AA0AE312}",42.9626254181769,-122.677231800112,NA,"AREMP"
"{3C30B20D-DFF5-4F1E-8784-9CA30485E38F}",45.2696692721801,-121.78696098981,NA,"AREMP"
"{4F7E2467-F444-4606-8486-00A4FDEB185B}",45.2966648123232,-121.895494029514,NA,"AREMP"
"{E3FE3092-8C3E-41E1-9775-564CEE211A01}",45.2619489226655,-121.835675549798,NA,"AREMP"
"{0708655B-A6BB-4FD8-9260-7B997700BA30}",45.2931257423226,-121.872914519978,NA,"AREMP"
"{C521A647-527F-4273-A49D-6AE4176843E6}",45.2624639317779,-121.825315049567,NA,"AREMP"
"{9FBE6345-12B4-4F1A-BB23-C6153EB94A65}",45.3105862224784,-121.727865130097,NA,"AREMP"
"{6ADF633A-0007-4570-908C-85213CFC0136}",45.2794318724197,-121.857661979916,NA,"AREMP"
"{3237BE1B-22AB-0D4E-D883-047AA13F6F66}",43.5060201994269,-122.587805914389,NA,"AREMP"
"{C32DDD26-DC88-D229-59A2-999B9A226296}",43.4976591053337,-122.640131307927,NA,"AREMP"
"{51A49854-C3AE-4CC0-AEA1-3AD55E07BC8D}",43.5274073503424,-122.609860989877,NA,"AREMP"
"{F9E2D03C-9375-45F9-A03B-328406ECDAB0}",43.5156115202998,-122.587013844338,NA,"AREMP"
"{46197A71-F86F-4F23-816D-E1DA5C483005}",43.5035033304099,-122.60011881969,NA,"AREMP"
"{BAD0F400-5554-4B0D-B15D-8AF3E193F2C7}",43.5321817204859,-122.577516370653,NA,"AREMP"
"{F015872F-DDE8-46A6-B8C6-D558D391AE1B}",43.5164201994148,-122.664884386965,NA,"AREMP"
"{814A6D25-023A-4FBC-A391-5EA315A3ED27}",43.5155193104591,-122.564319680337,NA,"AREMP"
"{9B3D4B36-584A-4CE0-BCEC-FD13342BF8DC}",42.9085361280675,-123.035314360638,NA,"AREMP"
"{1F345369-BCD2-45DC-BD3F-67428A56FDB5}",42.8723675475728,-123.048257610319,NA,"AREMP"
"{F59F13E0-C8A4-4C70-BB70-7979C18CCD64}",42.8912533178969,-123.096422789531,NA,"AREMP"
"{0EE38DFA-8304-4EAD-8877-A72DC0BE80C6}",42.8964857176068,-123.068523289816,NA,"AREMP"
"{7513F94D-B78F-4370-B178-AEFCB83ECA41}",42.887282557614,-123.054781739999,NA,"AREMP"
"{DEC2D69E-3BF9-462E-B65D-63EC208883A8}",42.8808667075443,-123.049160339857,NA,"AREMP"
"{373C3F2F-42CB-44C1-8827-00142F7DD5D9}",42.1754576338638,-123.13141873991,NA,"AREMP"
"{95FF71EB-EDE0-4B57-8085-E9301B4BF751}",42.1542157736839,-123.089543280348,NA,"AREMP"
"{585429ED-5D66-08C8-12E1-22EF2AE5A783}",42.1670804742901,-123.151689723896,NA,"AREMP"
"{FFF3D92A-698D-E9B5-BC1B-FDB56354EB37}",42.1692378049206,-123.116962060565,NA,"AREMP"
"{38A58B6E-97BF-46B9-9734-D1DEB5E0DEA0}",42.1537764031491,-123.087012939999,NA,"AREMP"
"{0895E919-A8EA-40D0-8577-6D321E36F0C4}",42.1627487336399,-123.106127950067,NA,"AREMP"
"{807D1F45-C25C-4D43-813D-050C07CE6AE1}",42.1616353432574,-123.112021430965,NA,"AREMP"
"{A71F0212-DD5A-D7DC-8F69-7FB46B4F9386}",42.1738245410597,-123.152218722024,NA,"AREMP"
"{A854E2EB-94C9-BB24-E9C2-9D52426CD2C0}",42.1551871395426,-123.119735397174,NA,"AREMP"
"{5F609619-94E5-B300-47F7-4835A440FF7B}",42.1554833367859,-123.092078200121,NA,"AREMP"
"{880C1630-4064-468B-A8F4-E039BEFA0C4E}",42.1713030532443,-123.148348219903,NA,"AREMP"
"{768B528E-DFE0-4B4E-8CDB-8B44E6DE7E1E}",44.9154344526884,-123.696897879527,NA,"AREMP"
"{27BEE9A1-C549-473B-924F-7DC1EF017A86}",44.9505619527368,-123.6270993492,NA,"AREMP"
"{18718AC0-251E-4EE4-A6FA-66288894ED90}",44.9279842922985,-123.609018500227,NA,"AREMP"
"{C73A5744-AC25-4440-8E92-4DC6E835B6C1}",44.9020653522171,-123.654856609821,NA,"AREMP"
"{7B3A873C-071B-4663-B341-A41C19229A2C}",44.917139721792,-123.627944790227,NA,"AREMP"
"{C422FD0D-D535-4DEE-8A39-436FF2846A35}",42.1821795946755,-123.465819910379,NA,"AREMP"
"{DFF0392F-4B0C-4E94-9211-DA1140CA0AA0}",42.1836566833586,-123.478933340661,NA,"AREMP"
"{8D51ED3B-1774-42B1-BA0D-E018740AF74B}",42.1764965338979,-123.468042440679,NA,"AREMP"
"{E537D242-373D-41F9-BA1F-C43512171D3C}",42.1676918144306,-123.451427870396,NA,"AREMP"
"{53E12F46-178E-4278-B587-647651368139}",42.1639624841069,-123.460662329728,NA,"AREMP"
"{AD7BEAEC-1C3B-4800-A6F4-B62E048722BA}",42.1822230234953,-123.477166669894,NA,"AREMP"
"{026BB0B4-EEDC-4506-8713-636E37B5AAA3}",43.5015238600742,-122.069506870118,NA,"AREMP"
"{95CBC46B-D1AA-40F9-A308-3CE24C2124FD}",43.4835802400994,-122.052197830147,NA,"AREMP"
"{8C054F2D-744F-4738-B140-B0853355E38F}",43.4897862703204,-122.062279069952,NA,"AREMP"
"{44CB87A4-C367-446B-A5F0-025C9DAADF15}",43.518977810644,-122.071046040006,NA,"AREMP"
"{0AFD7970-450E-4AE4-8671-D1B0D46920AE}",43.4801154295649,-122.044845160645,NA,"AREMP"
"{A4F77A96-D3ED-4817-9602-731A5429E162}",43.5157888305838,-122.066919958895,NA,"AREMP"
"{0E1E21EE-2895-4887-B7C8-C6349C2B98E6}",43.4778339406013,-122.049839410193,NA,"AREMP"
"{B1218F36-8645-4874-A520-8D0DE81B18B9}",43.469609069602,-122.070169730294,NA,"AREMP"
"{76657B51-51EB-4F22-A505-AB1E55E25DC7}",43.4781405605303,-122.042341460254,NA,"AREMP"
"{B69D329C-8FA7-4EFF-8806-1ADE79C560E4}",44.548858582684,-122.181087390149,NA,"AREMP"
"{DB888B4F-A208-4E3A-A247-B793C57EC55B}",44.5071881123772,-122.20831662994,NA,"AREMP"
"{D5E2176D-6CB1-436D-9B52-A41242162270}",44.5117288320251,-122.204292989556,NA,"AREMP"
"{2004171D-D7F3-4F55-8E99-3091A2B9AACA}",44.5150191626053,-122.192696740029,NA,"AREMP"
"{ABC5B723-B29A-4C92-AB8C-B9195D3A6C65}",44.5465111717621,-122.177645738023,NA,"AREMP"
"{3A1F9445-2E1C-41BC-92F7-D74D622085B8}",44.537342072245,-122.220671369778,NA,"AREMP"
"{71A81070-1BA1-4365-9A83-9F5539597E0F}",44.5271118929187,-122.178823980103,NA,"AREMP"
"{8744869B-1818-40C6-B655-C78DA5C2556A}",42.3303212745974,-123.708888010958,NA,"AREMP"
"{8A7FE221-03F0-4C97-BC93-F630023AD6A0}",42.3211718451911,-123.730290070047,NA,"AREMP"
"{F43A543A-55BA-4944-BD51-7A9E3E4DD361}",42.279384144986,-123.696868060928,NA,"AREMP"
"{255AEED9-540C-4DB2-A38F-26AB359CCA3E}",42.3169837346475,-123.723227569691,NA,"AREMP"
"{84281F16-7821-41CA-8715-0157B64D733C}",42.3120486946461,-123.730281660567,NA,"AREMP"
"{F57E8FAF-61AC-461A-9BDA-1858B5F55584}",42.284148294894,-123.695404469506,NA,"AREMP"
"{98781ED8-E4B4-49CD-A602-39FFDAC80528}",43.530084920051,-122.84574782829,NA,"AREMP"
"{971C2295-8272-42D9-BC52-5911DBDDB09C}",43.5368861710771,-122.848007869317,NA,"AREMP"
"{A07EE406-5C07-493B-A75A-6A7E489DFF31}",43.591345520581,-122.871519909969,NA,"AREMP"
"{85A95E1D-11CF-C791-1E4B-2EC3D36E10DB}",43.5752910677287,-122.887993032302,NA,"AREMP"
"{9923E339-7343-00FA-AF37-6BB8F60012EA}",43.5890059524817,-122.851688812382,NA,"AREMP"
"{83763BF6-FD51-4CF7-829B-A3BD5148E1C7}",43.6130619005766,-122.855078239975,NA,"AREMP"
"{941A0B4A-580C-44E3-88E3-FD41C539C1AC}",43.5314609607748,-122.844556239964,NA,"AREMP"
"{6B6FBFAD-28DD-4400-BE92-5ACB9BDD9B61}",42.6390866659456,-122.13501020043,NA,"AREMP"
"{525ED0DD-6080-4227-A0D6-78E574ECCECC}",42.6367248963428,-122.100793790094,NA,"AREMP"
"{1DEA9A28-81EF-4DBC-BAFD-4F85D9A175E2}",42.6391948668032,-122.122006199617,NA,"AREMP"
"{BA7DDDD0-0489-18BB-2F4F-B359EA209C2B}",42.5896189551771,-122.143767669142,NA,"AREMP"
"{76B64829-D3E9-43AE-920E-6ADF2C97774F}",42.6389087269721,-122.129353070422,NA,"AREMP"
"{3E59D2FF-4694-4ACB-8693-A8EEA7E6C0F7}",42.6404498668205,-122.094653500158,NA,"AREMP"
"{43A5817D-9421-46CA-B343-B521594018D3}",42.640217576964,-122.123845870338,NA,"AREMP"
"{E1CD817E-2B39-4B9E-B220-6BCAB544A980}",44.1670576025054,-123.668838200525,NA,"AREMP"
"{80C76845-3DA2-4428-8EC2-82777F817BB1}",44.1604651917196,-123.718115989591,NA,"AREMP"
"{C6F55E33-576F-4988-A2DF-8C9233CB1F5D}",44.1994434619855,-123.741554040072,NA,"AREMP"
"{9B40B030-C21E-452C-B414-A46E1F9C1F13}",44.2295419715271,-123.720307689223,NA,"AREMP"
"{19E98F39-D152-4C65-958A-4BA6610A4E79}",44.228014831516,-123.67858190982,NA,"AREMP"
"{303E2814-E763-495D-8920-AE3048C5A14B}",44.2156483012606,-123.691458900837,NA,"AREMP"
"{DD824119-5917-40DF-9626-7F6EEFF506EC}",44.2494675921456,-123.836336149321,NA,"AREMP"
"{78E0EC7C-51FA-4EEA-8E01-D2F6D6B7D797}",44.2099670013402,-123.791378880859,NA,"AREMP"
"{69B4E8D5-1478-4A01-B0F1-FF3E49939C1A}",44.2336856120855,-123.859316049797,NA,"AREMP"
"{B5ABFD34-E1E1-44D3-87C1-00B9EBAC30E6}",44.2631834022775,-123.808254079656,NA,"AREMP"
"{CA7FA01B-E133-4AA8-807C-165BC7F44729}",44.2254516522368,-123.786277689936,NA,"AREMP"
"{BCE29573-CEB1-4452-8EBB-CF17BE45E522}",44.2404338619208,-123.828180579908,NA,"AREMP"
"{01B214EA-C572-7616-8399-026A0A7824E0}",43.7789942868301,-123.862650777775,NA,"AREMP"
"{49D00BBA-B193-5175-E955-88E4BC635650}",43.8375844034509,-123.814146106706,NA,"AREMP"
"{32590C90-3883-D78C-227B-0F2E0497C424}",43.8296748232815,-123.848516976524,NA,"AREMP"
"{8D4F5BD9-3C40-0E9E-671F-03E677C17600}",43.8130974080657,-123.843310232214,NA,"AREMP"
"{43512044-CC4B-8C16-D125-016A6E42BAAB}",43.8394575278575,-123.817736063705,NA,"AREMP"
"{909413FF-7370-436D-9E9F-4A682DE50DB3}",43.687537960378,-123.118654919073,NA,"AREMP"
"{62921A8C-E006-4147-9930-415A1E34BEEA}",43.6811836913935,-123.033744509393,NA,"AREMP"
"{6F828E0D-ABD8-4495-A3A9-F7110161CD74}",43.6713543308886,-123.020973869141,NA,"AREMP"
"{55AE48D7-F4A8-47B0-B3E4-D7AF9B9EB987}",43.6679612608261,-123.010268109722,NA,"AREMP"
"{7765A448-293C-4802-803D-7BD17C724D9F}",43.6789469912704,-123.110797279996,NA,"AREMP"
"{CC765624-9632-4460-9A98-CB1ECC535970}",43.6878286907683,-123.11612425958,NA,"AREMP"
"{228A2060-0D6F-450D-B519-CDB218D92F7F}",45.0125172423171,-122.489730390351,NA,"AREMP"
"{CA82B1CE-5A0A-401C-9E0D-95707B3C0B2F}",44.9903648322064,-122.480057439568,NA,"AREMP"
"{3C840FDD-7E51-439E-8EB9-302F61CCB160}",44.9539405723209,-122.425136730107,NA,"AREMP"
"{F52F8813-3D55-4B34-8783-AFFE05FDD012}",44.9877557925157,-122.466723489889,NA,"AREMP"
"{8F2CFFCD-1DF1-4316-85AB-5F14640A647E}",44.9582779023815,-122.432003329496,NA,"AREMP"
"{FA32473F-8326-4611-9604-14AC8AA196E1}",45.0152638828422,-122.48196430889,NA,"AREMP"
"{A5F2E646-E0BF-4286-B2E3-5F3ECAA1FD92}",44.9600028226612,-122.434352000864,NA,"AREMP"
"{A06CB8DD-B2C6-4819-B124-B7B97932C438}",44.9438288524806,-122.412245990594,NA,"AREMP"
"{AD1D8EEE-2C5E-E4BA-FB3F-B221856CD2A5}",44.2094368622167,-121.735907657422,NA,"AREMP"
"{AFA6CB07-5C17-CA38-4141-02E2215DA7BE}",44.2396173564277,-121.700980212431,NA,"AREMP"
"{D08AACE9-310A-43B5-89B6-BAF5433AA090}",44.2602370017153,-121.692752599801,NA,"AREMP"
"{3B7154BD-83B8-440F-8110-C1A5CA14C495}",44.2405613119764,-121.698711291004,NA,"AREMP"
"{6496B9F4-937F-497C-A6FF-432A50325F54}",44.2367945519751,-121.704742599159,NA,"AREMP"
"{4407976A-2EA0-4726-81B1-9CFF7262C5A9}",44.2411695216962,-121.696781759736,NA,"AREMP"
"{20D85C43-03E8-4077-858E-176C289AB08C}",44.2389303122547,-121.702541760199,NA,"AREMP"
"{5A05CD2C-8D32-46BD-8719-82B1E2FAF44C}",44.2347846122046,-121.706928010037,NA,"AREMP"
"{60D286CE-DEC8-4292-B567-8BA29FD5C5F1}",44.2295263818211,-121.714067530786,NA,"AREMP"
"{E9A36D61-6AE1-4549-A6E4-AFE9C7D2F9E0}",44.2569879823141,-121.6920604501,NA,"AREMP"
"{707F7AF2-6380-4E77-9FB1-AA0355EDFFE1}",44.1711540916046,-121.823888229224,NA,"AREMP"
"{52284489-88E3-4144-8AE6-DC9DB7F8CAA2}",44.1832507221357,-121.865360679556,NA,"AREMP"
"{6605D352-D94F-4850-AA7E-285592D4E82F}",44.1659191821807,-121.830508778766,NA,"AREMP"
