"locationID","verbatimLatitude","verbatimLongitude","verbatimWaterbody","Program"
"WMTP99-R014",45.59556,-111.38889,"ELK CREEK","EPA"
"WMTP99-R015",45.99583,-113.18722,"SEYMOUR CREEK","EPA"
"WMTP99-R019",48.125,-115.7275,"EAST FORK BULL RIVER","EPA"
"WMTP99-R020",47.92,-112.83389,"WALDRON CREEK","EPA"
"WMTP99-R025",48.02417,-105.24778,"REDWATER RIVER","EPA"
"WMTP99-R027",46.845,-110.96,"CALF CREEK","EPA"
"WMTP99-R031",48.01306,-112.69306,"BLACKLEAF CREEK","EPA"
"WMTP99-R032",47.86111,-108.96333,"COW CREEK","EPA"
"WMTP99-R033",45.00528,-112.445,"BLACKTAIL DEER CREEK","EPA"
"WMTP99-R035",45.09806,-109.29944,"SEELEY CREEK","EPA"
"WMTP99-R036",45.05361,-109.40694,"WYOMING CREEK","EPA"
"WMTP99-R038",44.64444,-111.66361,"ELK CREEK","EPA"
"WNDP01-R001",46.68396,-98.04658,"CLAUSEN SPRINGS CREEK","EPA"
"WNDP01-R002",47.16298,-103.99307,"BEAVER CREEK","EPA"
"WNDP01-R003",46.299,-103.9174,"LITTLE MISSOURI RIVER","EPA"
"WNDP01-R004",45.94389,-103.97993,"BOX ELDER CREEK","EPA"
"WNDP02-R001",48.92001,-97.31932,"TONGUE RIVER ABOVE PEMBINA","EPA"
"WNDP02-R002",48.77848,-97.7073,"TONGUE RIVER AT AKRA, ND","EPA"
"WNDP02-R003",48.86332,-97.53411,"TONGUE RIVER ABOVE BATHGATE","EPA"
"WNDP02-R004",48.51529,-97.81396,"MIDDLE BRANCH PARK RIVER BELOW EDINBURG","EPA"
"WNDP02-R005",48.51415,-97.55269,"NORTH BEACH PARK RIVER BELOW HOOPLE","EPA"
"WNDP02-R006",48.43996,-97.46934,"MIDDLE BRANCH PARK RIVER ABOVE GRAFTON","EPA"
"WNDP02-R007",46.4709,-97.7696,"SHEYENNE RIVER ABOVE LISBON","EPA"
"WNDP02-R008",46.73052,-97.3255,"MAPLE RIVER NEAR LEONARD","EPA"
"WNDP02-R009",47.54567,-97.47667,"GOOSE RIVER BELOW HATTON","EPA"
"WNDP02-R010",48.26738,-97.40343,"FOREST RIVER ABOVE MINTO","EPA"
"WNDP02-R011",47.96596,-97.60222,"TURTLE RIVER BELOW MCCANNA","EPA"
"WNDP02-R012",47.0064,-97.18556,"RUSH RIVER BELOW AMENIA","EPA"
"WNDP03-R001",46.60356,-101.75392,"HEART BUTTE CREEK NEAR LAKE TSCHIDA","EPA"
"WNDP03-R002",47.2784,-102.06395,"SPRING CREEK AT GOLDEN VALLEY","EPA"
"WNDP03-R003",48.0097,-103.14309,"TOBACCO GARDEN CREEK NEAR CHARLSON","EPA"
"WNDP03-R004",48.28134,-103.56977,"LITTLE MUDDY RIVER NEAR EPPING","EPA"
"WNDP03-R005",48.31708,-102.76152,"WHITE EARTH RIVER BL WHITE EARTH, ND","EPA"
"WNDP03-R006",48.21348,-103.03427,"BEAVER CREEK BL TEMPLE","EPA"
"WNDP03-R007",47.2355,-102.76832,"KNIFE RIVER AT MANNING","EPA"
"WNDP03-R008",47.35804,-101.3964,"KNIFE RIVER AT STANTON","EPA"
"WNDP03-R009",47.24581,-101.80805,"KNIFE RIVER AT BEULAH","EPA"
"WNDP99-0505",48.92109,-98.07447,"PEMBINA RIVER NEAR WALHALLA","EPA"
"WNDP99-0506",47.45977,-96.87626,"GOOSE RIVER AT CALEDONIA","EPA"
"WNDP99-0507",46.03088,-101.61667,"CEDAR CREEK NEAR WATAUGA","EPA"
"WNDP99-0508",46.58915,-101.73285,"HEART RIVER BELOW LAKE TSCHIDA, ND","EPA"
"WNDP99-0514",46.90917,-103.5468,"LITTLE MISSOURI RIVER AT MEDORA, ND","EPA"
"WNDP99-0529",46.33886,-101.92956,"CANNONBALL RIVER NEAR NEW LEIPZIG, ND","EPA"
"WNDP99-0531",47.13092,-101.43027,"SQUARE BUTTE CREEK NEAR HANNOVER, ND","EPA"
"WNDP99-0539",46.61817,-101.24902,"HEART RIVER NEAR FLASHER","EPA"
"WNDP99-0544",47.25584,-101.80795,"SPRING CREEK NEAR BEULAH, ND","EPA"
"WNDP99-0546",48.53479,-97.60145,"PARK RIVER NEAR HOOPLE, ND","EPA"
"WNDP99-0570",47.55286,-98.8506,"JAMES RIVER NEAR GRACE CITY, ND","EPA"
"WNDP99-0574",47.30457,-102.19245,"SPRING CREEK","EPA"
"WNDP99-0575",48.21442,-97.4866,"FOREST RIVER NEAR FOREST RIVER, ND","EPA"
"WNDP99-0576",48.74642,-100.1003,"WILLOW CREEK","EPA"
"WNDP99-0578",46.5479,-102.89902,"CANNONBALL RIVER AT NEW ENGLAND, ND","EPA"
"WNDP99-0580",46.19278,-97.29279,"WILD RICE RIVER","EPA"
"WNDP99-0582",47.61359,-97.38293,"GOOSE RIVER NORTH BRANCH","EPA"
"WNDP99-0584",46.69953,-102.13625,"HEART RIVER NEAR RICHARDTON, ND","EPA"
"WNDP99-0605",46.03805,-101.49706,"CEDAR CREEK","EPA"
"WNDP99-0611",48.42556,-101.66356,"DESLACS RIVER","EPA"
"WNDP99-0615",48.47385,-97.57475,"MIDDLE BRANCH PARK RIVER","EPA"
"WNDP99-0617",48.85964,-100.12947,"WILLOW CREEK","EPA"
"WNDP99-0633",47.20754,-103.63652,"LITTLE MISSOURI RIVER","EPA"
"WNDP99-0648",46.26998,-100.32274,"BEAVER CREEK NEAR LINTON","EPA"
"WNDP99-0650",48.93314,-97.82189,"PEMBINA RIVER NEAR WALHALLA","EPA"
"WNDP99-0654",47.37905,-102.70479,"SPRING CREEK NEAR KILLDEER","EPA"
"WNDP99-0655",48.18663,-97.56279,"FOREST RIVER NEAR INKSTER","EPA"
"WNDP99-0671",47.69419,-99.59309,"JAMES RIVER NEAR FESSENDEN","EPA"
"WNDP99-0676",48.29739,-100.46424,"SOURIS RIVER NEAR TOWNER","EPA"
"WNDP99-0680",48.06337,-100.92051,"SOURIS RIVER NEAR VELVA","EPA"
"WNDP99-0683",46.74274,-97.28726,"MAPLE RIVER BELOW LYNCHBURG","EPA"
"WNDP99-0685",46.99019,-102.88839,"GREEN RIVER NEAR NEW HRADEC","EPA"
"WNDP99-0688",47.66847,-99.06148,"JAMES RIVER NEAR NEW ROCKFORD","EPA"
"WNDP99-0689",47.50887,-97.54041,"GOOSE RIVER, MIDDLE BRANCH NEAR PORTLAND","EPA"
"WNDP99-0700",46.10229,-103.35518,"SPRING CREEK NR BOWMAN","EPA"
"WNDP99-0701",46.478,-102.24009,"THIRTY MILE CREEK NEAR MOTT","EPA"
"WNDP99-0703",46.38959,-100.87239,"CANNONBALL RIVER NEAR SOLEN, ND","EPA"
"WNDP99-0706",46.04768,-102.02499,"CEDAR CREEK NEAR LEMMON, SD","EPA"
"WNDP99-0707",46.54626,-103.56338,"DEEP CREEK NEAR AMIDON","EPA"
"WNDP99-0711",47.44207,-97.18523,"GOOSE RIVER NEAR MAYVILLE","EPA"
"WNDP99-0712",48.20962,-102.77786,"WHITE EARTH RIVER BELOW HIGHWAY 1804","EPA"
"WNDP99-0713",46.40205,-102.47196,"SPRING CREEK NEAR REGENT","EPA"
"WNDP99-0714",47.06123,-101.11893,"SQUARE BUTTE CREEK NEAR CENTER","EPA"
"WNDP99-0716",48.76218,-98.04238,"TONGUE RIVER BL OLGA","EPA"
"WNDP99-0717",46.38119,-96.74559,"WILD RICE RIVER NR GALCHUTT","EPA"
"WNDP99-R001",47.94,-97.5,"TURTLE RIVER NR ARVILLA, ND","EPA"
"WNDP99-R002",48.19,-97.725,"FOREST RIVER NEAR FORDVILLE, ND","EPA"
"WNDP99-R003",48.18,-97.645,"FOREST RIVER NEAR INKSTER,ND","EPA"
"WNDP99-R004",47.989,-97.623,"TURTLE RIVER NORTH BRANCH NEAR MCCANNA","EPA"
"WNDP99-R005",47.511,-97.539,"GOOSE RIVER MIDDLE BRANCH NEAR MAYVILLE, ND","EPA"
"WNDP99-R006",48.031,-100.889,"SPRING CREEK NEAR VELVA, ND","EPA"
"WNDP99-R007",48.09,-101.016,"SOURIS RIVER NEAR SAWYER, ND","EPA"
"WNDP99-R008",48.169,-101.164,"SOURIS RIVER NEAR LOGAN","EPA"
"WNDP99-R009",48.862,-100.137,"WILLOW CREEK NEAR DUNSEITH, ND","EPA"
"WNDP99-R010",48.098,-101.078,"SOURIS RIVER NEAR SAWYER, ND","EPA"
"WNVP99-0503",40.31666,-116.9006,"MIDDLE FORK MILL CREEK","EPA"
"WNVP99-0505",39.0354,-116.48406,"BUTLER CREEK","EPA"
"WNVP99-0509",40.6898,-116.32585,"BOB CREEK","EPA"
"WNVP99-0511",38.12107,-114.1774,"MEADOW VALLEY WASH","EPA"
"WNVP99-0514",41.71531,-115.22807,"CAMP CREEK","EPA"
"WNVP99-0516",40.90949,-115.34215,"SECRET CREEK","EPA"
"WNVP99-0518",39.12832,-119.11575,"WALKER RIVER","EPA"
"WNVP99-0519",41.09201,-119.85305,"CHERRY CREEK","EPA"
"WNVP99-0520",41.57037,-115.96684,"NORTH FORK HUMBOLDT RIVER","EPA"
"WNVP99-0521",40.53746,-115.7215,"HUNTINGTON CREEK","EPA"
"WNVP99-0522",37.54693,-114.35664,"CLOVER CREEK","EPA"
"WNVP99-0524",39.40098,-114.82179,"TAILINGS CREEK","EPA"
"WNVP99-0555",41.40054,-119.01152,"SLUMGULLION CREEK","EPA"
"WNVP99-0556",41.21408,-116.39779,"BULL CAMP CREEK","EPA"
"WNVP99-0557",40.32937,-116.72183,"INDIAN CREEK","EPA"
"WNVP99-0559",39.0693,-116.42359,"SAVORY CREEK","EPA"
"WNVP99-0561",41.74221,-118.71595,"LITTLE ALDER CREEK","EPA"
"WNVP99-0562",41.31764,-115.67003,"NORTH FORK HUMBOLDT RIVER","EPA"
"WNVP99-0566",40.86124,-117.48531,"ROCK CREEK","EPA"
"WNVP99-0570",38.32755,-114.27664,"WILSON CREEK","EPA"
"WNVP99-0571",39.39077,-119.95716,"UNNAMED","EPA"
"WNVP99-0573",41.47549,-115.7032,"JAKES CREEK","EPA"
"WNVP99-0576",39.218,-117.0586,"KINGSTON CREEK","EPA"
"WNVP99-0577",39.39698,-114.70012,"TRIB TO BERRY CREEK","EPA"
"WNVP99-0608",41.11603,-119.14044,"DONNELLY CREEK","EPA"
"WNVP99-0612",39.40058,-117.05732,"BIRCH CREEK","EPA"
"WNVP99-0613",39.62273,-114.81237,"DUCK CREEK","EPA"
"WNVP99-0615",41.99294,-114.94997,"SCHACK CREEK","EPA"
"WNVP99-0617",40.90319,-115.22337,"REED CREEK","EPA"
"WNVP99-0620",41.92158,-119.4423,"NORTH CATNIP CREEK","EPA"
"WNVP99-0622",41.476,-116.14632,"HOT CREEK","EPA"
"WNVP99-0626",41.46125,-118.94685,"NORTH FORK BATTLE CREEK TRIBUTARY","EPA"
"WNVP99-0627",41.37696,-116.51972,"TROUT CREEK","EPA"
"WNVP99-0628",39.69062,-117.02457,"NORTH FORK SILVER CREEK","EPA"
"WNVP99-0631",40.96114,-117.27251,"HERRIN SLOUGH","EPA"
"WNVP99-0633",40.38656,-115.71599,"HUNTINGTON CREEK","EPA"
"WNVP99-0634",41.07817,-115.09898,"TROUT CREEK","EPA"
"WNVP99-0635",38.43386,-115.05401,"SUNNYSIDE CREEK","EPA"
"WNVP99-0663",41.41776,-116.03335,"SNOW CANYON","EPA"
"WNVP99-0668",41.87257,-115.08706,"POLE CREEK","EPA"
"WNVP99-0670",41.3638,-114.88204,"TRIB. TO THOUSAND SPRINGS CREEK","EPA"
"WNVP99-0672",39.14292,-119.7053,"CARSON RIVER","EPA"
"WNVP99-0673",41.09188,-116.34752,"BOULDER CREEK","EPA"
"WNVP99-0674",41.80692,-115.70369,"MEADOW CREEK","EPA"
"WNVP99-0677",38.13007,-115.5963,"CHERRY CREEK","EPA"
"WNVP99-0679",40.85788,-119.45195,"COTTONWOOD CREEK","EPA"
"WNVP99-0680",41.67083,-115.43303,"MIDDLE FORK WILLOW CREEK","EPA"
"WNVP99-0681",40.67494,-115.50119,"RABBIT CREEK","EPA"
"WNVP99-0683",38.83724,-117.38731,"BIG SAW MILL CREEK","EPA"
"WNVP99-0686",41.43368,-116.54478,"WINTERS CREEK","EPA"
"WNVP99-0687",40.62284,-116.48409,"HUMBOLDT RIVER","EPA"
"WORP99-0503",43.55453,-122.20408,"BEAR CREEK","EPA"
"WORP99-0505",45.88219,-123.29801,"ROCK CREEK","EPA"
"WORP99-0508",43.32611,-123.84609,"MINK CREEK","EPA"
"WORP99-0510",42.2377,-120.57559,"MUDDY CREEK","EPA"
"WORP99-0511",45.33376,-121.73108,"LITTLE ZIGZAG CANYON","EPA"
"WORP99-0512",44.95604,-118.37558,"NORTH TRAIL CREEK","EPA"
"WORP99-0514",42.68841,-121.25764,"SYCAN RIVER","EPA"
"WORP99-0515",42.94322,-121.25805,"WF SILVER CREEK","EPA"
"WORP99-0518",45.88877,-117.08959,"BROADY CREEK","EPA"
"WORP99-0520",43.02091,-123.82502,"UPPER ROCK CREEK","EPA"
"WORP99-0522",42.04392,-118.29377,"BIG TROUT CREEK","EPA"
"WORP99-0523",44.44759,-117.36697,"DIXIE CREEK","EPA"
"WORP99-0528",44.47633,-120.13192,"MILK CREEK","EPA"
"WORP99-0529",44.84428,-118.49367,"BUCK CREEK","EPA"
"WORP99-0530",44.33353,-118.64122,"TRIB TO STRAWBERRY CREEK","EPA"
"WORP99-0538",44.01947,-119.47631,"FLAT CREEK","EPA"
"WORP99-0541",45.09325,-118.66608,"HIDAWAY CREEK","EPA"
"WORP99-0542",44.5391,-119.03187,"ENNIS CREEK","EPA"
"WORP99-0547",44.82201,-120.15535,"ROWE CREEK","EPA"
"WORP99-0548",44.20764,-119.28908,"NF DEER CREEK","EPA"
"WORP99-0551",45.18545,-121.64106,"FROG CREEK TRIB.","EPA"
"WORP99-0554",44.83757,-118.87883,"INDIAN CREEK","EPA"
"WORP99-0559",44.53202,-118.47835,"CLEAR CREEK","EPA"
"WORP99-0560",44.58357,-118.41064,"SUMMIT CREEK","EPA"
"WORP99-0605",45.09683,-121.5505,"BEAVER CREEK","EPA"
"WORP99-0606",45.09772,-120.10121,"THIRTY-MILE CREEK","EPA"
"WORP99-0607",44.43241,-118.51285,"NORTH FORK REYNOLDS CREEK","EPA"
"WORP99-0608",44.57589,-118.49073,"LOWER CLEAR CREEK","EPA"
"WORP99-0613",44.84534,-121.00327,"TENMILE CREEK","EPA"
"WORP99-0622",44.04778,-119.25261,"GRASSHOPPER CREEK","EPA"
"WORP99-0625",45.17222,-118.73584,"CAMAS CREEK","EPA"
"WORP99-0626",44.85492,-118.72644,"SPONGE CREEK","EPA"
"WORP99-0630",44.75647,-119.41316,"COTTONWOOD CREEK","EPA"
"WORP99-0657",44.86339,-122.27982,"TINCUP CREEK","EPA"
"WORP99-0659",43.69991,-122.84892,"CULP CREEK","EPA"
"WORP99-0661",45.85907,-123.61917,"MCCLURE CREEK","EPA"
"WORP99-0662",45.36827,-119.44512,"HINTON CREEK","EPA"
"WORP99-0665",42.56842,-120.53169,"AVERY CREEK","EPA"
"WORP99-0666",45.33711,-123.05414,"CHEHELEM CREEK TRIBUTARY","EPA"
"WORP99-0667",45.11462,-116.85546,"DRY CREEK","EPA"
"WORP99-0677",44.1384,-121.59992,"THREE CREEK","EPA"
"WORP99-0685",45.09665,-119.60892,"ROCK CREEK","EPA"
"WORP99-0691",45.02468,-119.1499,"RUSH CREEK","EPA"
"WORP99-0692",44.65353,-118.72859,"SUNSHINE CREEK","EPA"
"WORP99-0698",44.30712,-119.17495,"RILEY CREEK","EPA"
"WORP99-0701",45.24921,-121.65964,"BARLOW CREEK","EPA"
"WORP99-0704",44.71049,-118.80126,"ELK CREEK","EPA"
"WORP99-0710",44.37471,-119.25914,"SECOND CREEK","EPA"
"WORP99-0721",44.89811,-118.38238,"ONION CREEK","EPA"
"WORP99-0724",44.09685,-119.51709,"PINE CREEK","EPA"
"WORP99-0728",44.39835,-118.67973,"STRAWBERRY CREEK","EPA"
"WORP99-0734",44.67177,-118.54373,"VINCENT CREEK","EPA"
"WORP99-0735",44.96688,-122.79566,"DRIFT CREEK","EPA"
"WORP99-0739",45.69002,-123.71726,"HARLISS CREEK","EPA"
"WORP99-0740",45.2455,-119.20877,"JOHNSON CREEK","EPA"
"WORP99-0745",44.89855,-117.42313,"SAWMILL CREEK","EPA"
"WORP99-0748",43.64969,-124.09439,"WIND CREEK","EPA"
"WORP99-0762",44.9714,-119.29882,"GRAVES CREEK","EPA"
"WORP99-0768",44.62217,-120.20966,"BRIDGE CREEK","EPA"
"WORP99-0769",45.05124,-118.66491,"NORTH FORK CABLE CREEK","EPA"
"WORP99-0775",44.99865,-119.80257,"BROWN CREEK","EPA"
"WORP99-0780",44.61828,-119.29951,"FOX CREEK","EPA"
"WORP99-0787",44.90831,-118.31331,"BALDY CREEK","EPA"
"WORP99-0792",44.95446,-120.11004,"STRAW FORK CREEK","EPA"
"WORP99-0794",44.62214,-118.57732,"MIDDLE FORK JOHN DAY RIVER","EPA"
"WORP99-0800",44.20009,-119.3513,"DEER CREEK","EPA"
"WORP99-0803",45.2055,-121.4153,"GATE CREEK","EPA"
"WORP99-0806",44.84933,-118.78612,"BEEMAN CREEK","EPA"
"WORP99-0813",45.20871,-123.64986,"NIAGARA CREEK NEAR NESTUCCA RIVER","EPA"
"WORP99-0815",44.26846,-119.97696,"ROBA CREEK","EPA"
"WORP99-0819",44.54929,-122.07407,"PYRAMID CREEK TRIBUTARY","EPA"
"WORP99-0821",43.95093,-122.11568,"SOUTH FORK MCKENZIE RIVER TRIBUTARY","EPA"
"WORP99-0823",44.42964,-117.51413,"SOUTH FORK DIXIE CREEK","EPA"
"WORP99-0825",43.85208,-123.71965,"WEST FORK SMITH RIVER","EPA"
"WORP99-0830",45.2719,-117.46555,"NORTH MINAM RIVER","EPA"
"WORP99-0841",45.03431,-118.97695,"CAMAS CREEK","EPA"
"WORP99-0842",44.711,-118.95006,"SLIDE CREEK","EPA"
"WORP99-0851",45.19196,-121.54788,"CEDAR CREEK","EPA"
"WORP99-0852",45.16741,-119.95186,"LONE ROCK CREEK","EPA"
"WORP99-0854",44.77941,-118.45238,"BEAVER / OLIVE CREEK","EPA"
"WORP99-0856",44.0151,-119.33692,"SOUTH FORK JOHN DAY RIVER","EPA"
"WORP99-0860",44.77885,-118.68596,"BIG CREEK","EPA"
"WORP99-0864",45.05222,-119.45154,"ALDER CREEK","EPA"
"WORP99-0866",44.27744,-119.59314,"NORTH FORK WIND CREEK","EPA"
"WORP99-0871",44.95509,-118.54965,"MARTIN CREEK","EPA"
"WORP99-0877",44.96174,-118.60722,"MEADOW CREEK TRIBUTARY","EPA"
"WORP99-0879",45.30062,-123.47625,"NESTUCCA RIVER TRIBUTARY","EPA"
"WORP99-0883",44.56008,-120.17442,"NELSON CREEK","EPA"
"WORP99-0885",43.87526,-123.50137,"SIUSLAW RIVER","EPA"
"WORP99-0888",42.32293,-120.98587,"FISHHOLE CREEK","EPA"
"WORP99-0890",45.15893,-117.31785,"EAST FORK EAGLE CREEK","EPA"
"WORP99-0891",44.55866,-121.63343,"ABBOT CREEK","EPA"
"WORP99-0892",43.2619,-123.72523,"WILLIAMS RIVER","EPA"
"WORP99-0893",43.59511,-123.08252,"WILLAMETTE RIVER COAST FORK TRIB","EPA"
"WORP99-0917",44.44277,-119.81356,"ROCK CREEK","EPA"
"WORP99-0923",44.76812,-119.90937,"HORSESHOE CREEK","EPA"
"WORP99-0924",44.99637,-118.72535,"ORIENTAL CREEK","EPA"
"WORP99-0928",45.30179,-121.44914,"LITTLE BADGER CREEK","EPA"
"WORP99-0929",44.99278,-120.19689,"BUTTE CREEK","EPA"
"WORP99-0931",44.78677,-118.37703,"BULL RUN CREEK","EPA"
"WORP99-0935",45.05039,-119.34993,"DITCH CREEK","EPA"
"WORP99-0937",44.34544,-119.65115,"BLACK CANYON CREEK","EPA"
"WORP99-0947",44.62332,-119.63725,"JOHNNY CREEK","EPA"
"WORP99-0948",45.09129,-119.21856,"POTAMUS CREEK","EPA"
"WORP99-0952",42.82928,-124.04333,"UPPER LAND CREEK","EPA"
"WORP99-0954",45.19071,-122.13771,"WINSLOW CREEK","EPA"
"WORP99-0972",45.08543,-119.0453,"FIVEMILE CREEK","EPA"
"WORP99-0977",44.8447,-119.591,"BOLOGNA CREEK","EPA"
"WORP99-0985",44.35053,-119.54309,"JACKASS CREEK","EPA"
"WORP99-0997",44.25692,-118.72987,"CANYON CREEK EAST FORK","EPA"
"WORP99-1002",44.8069,-118.42878,"GRANITE CREEK","EPA"
"WORP99-1003",44.63523,-118.84265,"CAMP CREEK","EPA"
"WORP99-1016",44.43981,-122.27953,"SUTTLE CAMP CREEK","EPA"
"WORP99-1017",43.18245,-122.32812,"ROUGH CREEK","EPA"
"WORP99-1018",43.84347,-122.67493,"GOODMAN CREEK","EPA"
"WORP99-1019",42.7587,-118.82789,"FISH CREEK","EPA"
"WORP99-1021",44.26681,-119.2195,"MURDERERS CREEK","EPA"
"WSDP02-R001",45.52967,-101.32253,"FIRESTEEL CREEK","EPA"
"WSDP02-R002",45.3231,-100.19379,"SWAN CREEK","EPA"
"WSDP02-R003",44.4423,-100.00052,"MEDICINE KNOLL CREEK","EPA"
"WSDP02-R004",43.54068,-101.80931,"BEAR IN THE LODGE","EPA"
"WSDP02-R005",43.08757,-100.53717,"ROCK CREEK","EPA"
"WSDP02-R006",43.49212,-97.1605,"EAST FORK VERMILLION RIVER","EPA"
"WSDP02-R007",43.52995,-97.92992,"TWELVE MILE CREEK","EPA"
"WSDP02-R008",42.90591,-98.25575,"SPRING CREEK","EPA"
"WSDP02-R009",42.90052,-98.11793,"CHOTEAU CREEK","EPA"
"WSDP02-R010",42.85911,-97.94399,"EMANUEL CREEK","EPA"
"WSDP02-R011",43.3482,-96.54344,"PETERSON CREEK","EPA"
"WSDP02-R012",45.51399,-97.2252,"CHEKEPA CREEK","EPA"
"WSDP02-R013",44.78306,-96.47034,"LAC QUI PARLE","EPA"
"WSDP02-R014",44.58166,-96.58227,"PEG MUNKY","EPA"
"WSDP02-R015",44.73385,-96.95258,"STRAY HORSE","EPA"
"WSDP02-R016",43.58317,-96.54597,"WEST PIPESTONE","EPA"
"WSDP03-R017",44.04169,-103.86614,"CASTLE CREEK","EPA"
"WSDP03-R018",44.7205,-98.62913,"TURTLE CREEK","EPA"
"WSDP03-R019",43.25848,-97.24139,"TURKEY RIDGE CREEK","EPA"
"WSDP03-R020",43.63361,-101.45681,"PASS CREEK","EPA"
"WSDP03-R021",43.0793,-101.66659,"LAKE CREEK","EPA"
"WSDP03-R022",43.5017,-101.20031,"BLACKPIPE CREEK","EPA"
"WSDP03-R023",45.564,-101.92442,"BLACK HORSE BUTTE CREEK","EPA"
"WSDP03-R025",45.34867,-97.20903,"OWEN'S CREEK","EPA"
"WSDP03-R026",44.26443,-98.19898,"CAIN CREEK","EPA"
"WSDP03-R027",43.63242,-98.0806,"ENEMY CREEK","EPA"
"WSDP03-R028",43.38393,-97.60473,"WOLF CREEK","EPA"
"WSDP03-R029",43.19187,-100.31928,"KEYA PAHA RIVER","EPA"
"WSDP03-R032",45.6686,-98.52228,"ELM RIVER","EPA"
"WSDP04-R033",45.62549,-100.90695,"HIGH BANK CREEK","EPA"
"WSDP04-R034",45.5491,-103.38107,"CLARKS FORK CREEK","EPA"
"WSDP04-R035",43.48077,-100.76374,"LITTLE WHITE RIVER","EPA"
"WSDP04-R036",43.26497,-100.90055,"LITTLE WHITE RIVER","EPA"
"WSDP04-R038",45.61839,-103.34138,"SOUTH FORK OF GRAND RIVER","EPA"
"WSDP04-R040",43.68026,-101.77888,"EAGLENEST CREEK","EPA"
"WSDP04-R041",43.6396,-101.21513,"BLACK PIPE CREEK","EPA"
"WSDP04-R044",44.59972,-101.46227,"PLUM CREEK","EPA"
"WSDP04-R045",45.55726,-103.66335,"SOUTH FORK GRAND RIVER","EPA"
"WSDP04-R046",43.69074,-101.46827,"PASS CREEK","EPA"
"WSDP04-R047",45.13349,-102.84166,"SOUTH FORK OF MOREAU RIVER","EPA"
"WSDP04-R048",43.56028,-101.80563,"BEAR IN THE LODGE","EPA"
"WSDP04-R049",43.11223,-101.10545,"LITTLE WHITE RIVER (COFFEE CR.)","EPA"
"WSDP04-R050",43.54582,-97.35502,"WEST FORK VERMILLION RIVER","EPA"
"WSDP04-R051",44.07442,-96.46546,"FLANDREAU CREEK","EPA"
"WSDP04-R052",45.73462,-100.61466,"OAK CREEK","EPA"
"WSDP99-0501",43.53033,-102.23158,"MEDICINE ROOT CREEK","EPA"
"WSDP99-0502",44.28506,-103.79325,"WHITE WOOD CREEK","EPA"
"WSDP99-0503",45.57118,-101.01628,"HIGH BANK CREEK","EPA"
"WSDP99-0505",44.69658,-96.56419,"COBB CREEK","EPA"
"WSDP99-0506",43.50428,-97.5413,"WOLF CREEK","EPA"
"WSDP99-0507",43.11876,-100.10102,"SAND CREEK","EPA"
"WSDP99-0508",43.68827,-100.43669,"WHITE THUNDER CREEK","EPA"
"WSDP99-0509",44.64886,-103.90376,"HAY CREEK","EPA"
"WSDP99-0510",45.20352,-101.50165,"MOREAU RIVER","EPA"
"WSDP99-0512",43.4135,-98.8775,"PLATTE CREEK","EPA"
"WSDP99-0514",43.54188,-101.71777,"EAGLE NEST CREEK","EPA"
"WSDP99-0515",45.42564,-102.34969,"LONE TREE CREEK","EPA"
"WSDP99-0516",45.85526,-100.21397,"SPRING CREEK","EPA"
"WSDP99-0521",43.01942,-100.86819,"BULL CREEK","EPA"
"WSDP99-0522",43.3821,-102.38916,"PORCUPINE CREEK","EPA"
"WSDP99-0523",43.64348,-101.78264,"EAGLE NEST CREEK","EPA"
"WSDP99-0525",45.31001,-102.68721,"ANTELOPE CREEK","EPA"
"WSDP99-0526",45.68733,-101.83905,"GRAND RIVER","EPA"
"WSDP99-0527",44.898,-100.33451,"ARTICHOKE CREEK","EPA"
"WSDP99-0533",43.26115,-97.25068,"TURKEY RIDGE CREEK","EPA"
"WSDP99-0540",43.93649,-103.15437,"SPRING CREEK","EPA"
"WSDP99-0541",43.52787,-101.79717,"BEAR IN THE LODGE","EPA"
"WSDP99-0543",45.79704,-101.19269,"STINK CREEK","EPA"
"WSDP99-0544",45.46262,-96.93924,"NO NAME CREEK","EPA"
"WSDP99-0546",43.04946,-99.18099,"PONCA CREEK","EPA"
"WSDP99-0548",44.72566,-103.96961,"BELLE FOURCHE RIVER","EPA"
"WSDP99-0579",43.28704,-102.817,"WHITE RIVER","EPA"
"WSDP99-0580",44.2763,-103.66381,"ELK CREEK","EPA"
"WSDP99-0581",45.67639,-101.464,"LOUSE CREEK","EPA"
"WSDP99-0582",44.74709,-101.31018,"DUPREE CREEK","EPA"
"WSDP99-0585",43.98736,-103.325,"SPRING CREEK","EPA"
"WSDP99-0586",44.25027,-102.64163,"ELK CREEK","EPA"
"WSDP99-0587",45.5702,-103.61729,"SOUTH FORK GRAND RIVER","EPA"
"WSDP99-0588",43.89751,-99.03593,"SMITH CREEK","EPA"
"WSDP99-0589",45.40527,-98.05848,"MUD CREEK","EPA"
"WSDP99-0590",43.13893,-97.0092,"TURKEY RIDGE CREEK","EPA"
"WSDP99-0593",44.38584,-103.27878,"ALKALI CREEK","EPA"
"WSDP99-0594",45.28275,-101.9288,"THUNDER BUTTE CREEK","EPA"
"WSDP99-0596",43.17984,-99.04303,"SOUTH FORK WHETSTONE CREEK","EPA"
"WSDP99-0599",43.4847,-102.51083,"WHITE RIVER","EPA"
"WSDP99-0602",44.47409,-103.2196,"BEAR BUTTE CREEK","EPA"
