"type","modified","bibilographicCititation","CollectionID","datasetID","institutionCode","verbatimLocation","verbatimLatitude","verbatimLongitude","verbatimWaterbody","State","eventID","locationID","Year","verbatimEventDate","BFWidth","Grad","RchLen","BFWDRatio","BFHeight","WetWidth","WetWidthToDepth","RPD","PctPool","PctDry","StreamOrder","D50","PctFines2","PctFines6","LWDFreq","LWDVol","OEratio","MMI","Program"
NA,NA,NA,NA,NA,NA,NA,45.51286,-113.99451,"DITCH CREEK","ID",NA,"WIDP99-0514","2000",NA,NA,5.5825,149,NA,NA,NA,34.435836362,4.1835151007,8.275862069,0,NA,NA,12.592592593,5.1851851852,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.51286,-113.99451,"DITCH CREEK","ID",NA,"WIDP99-0514","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.51286,-113.99451,"DITCH CREEK","ID",NA,"WIDP99-0514","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,44.66203,-116.95473,"WEST BROWNLEE CREEK","ID",NA,"WIDP99-0515","2000",NA,7.6272727273,5.5,149,11.34632458,0.5727272727,NA,18.386133603,1.6052684564,8.7837837838,0,NA,NA,11.428571429,11.428571429,NA,0.0003062131,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.71372,-115.64173,"WILLIAMS CREEK","ID",NA,"WIDP99-0516","2000",NA,10.08,9.457,198,8.5240382299,0.8727272727,NA,31.442232192,3.8550476248,20,0,NA,NA,13.333333333,2.8571428571,NA,0.0054453263,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,44.71089,-113.78403,"WEST FORK HAYDEN","ID",NA,"WIDP99-0520","2000",NA,3.3181818182,9.325,148.5,4.5009300864,0.3954545455,NA,12.261184561,3.8809239324,7,0,NA,NA,14.285714286,3.8095238095,NA,0.1590705226,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,43.48905,-115.12612,"MADISON CREEK","ID",NA,"WIDP99-0524","2000",NA,11.954545455,2,149,12.897898143,0.9590909091,NA,23.06,0.3723552015,2.6666666667,0,NA,NA,28.571428571,2.8571428571,NA,0.0005125679,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,44.91362,-116.22571,"LITTLE CREEK","ID",NA,"WIDP99-0595","2001",NA,5.2818181818,2.505,158.4,8.660159811,0.55,NA,20.297721148,5.0821370169,5,0,NA,NA,25.714285714,19.047619048,NA,0.0013841079,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.86143,-116.61914,"DIVIDE CREEK","ID",NA,"WIDP99-0596","2001",NA,11.654545455,4.35,149,11.152981419,0.9545454545,NA,45.326068988,1.9221774469,10.638297872,0,NA,NA,24.761904762,14.285714286,NA,0.0207511858,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,43.23258,-116.77989,"MACKS CREEK","ID",NA,"WIDP99-0597","2001",NA,9.2818181818,2.9875,217.5,7.2033442165,1.0681818182,NA,28.168498168,2.9582974138,25.342465753,35.616438356,NA,NA,54.285714286,20.952380952,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.62902,-115.16426,"LOOKOUT CREEK","ID",NA,"WIDP99-0599","2001",NA,6.9090909091,6.14,160,7.7744133607,0.7545454545,NA,16.313107761,2.7618237957,3.9603960396,0,NA,NA,3.8095238095,0.9523809524,NA,0.0806383224,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,44.81675,-114.14713,"BIG HAT CREEK","ID",NA,"WIDP99-0600","2001",NA,3.1636363636,4.172,149,5.0899010132,0.5090909091,NA,13.250299561,3.2019311609,0.7352941176,0,NA,NA,44,21,NA,0.000738255,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.85814,-114.91584,"RUNNING CREEK","ID",NA,"WIDP99-0602","2001",NA,14.854545455,2.1,400,16.017907527,0.6363636364,NA,39.37503913,3.5958,0,0,NA,NA,8.5714285714,0.9523809524,NA,0.0440945838,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,42.72991,-111.4436,"TRAIL CREEK","ID",NA,"WIDP99-0603","2001",NA,2.9636363636,0.8,210,5.6423561472,0.3281818182,NA,11.552055208,10.189907779,2.8368794326,0.7092198582,NA,NA,97.142857143,97.142857143,NA,0.0217638037,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.02333,-114.44525,"SHOVEL CREEK","ID",NA,"WIDP99-0605","2001",NA,3.0545454545,3.232,149,5.1861966952,0.4636363636,NA,15.121229815,4.9068321203,14.893617021,0,NA,NA,19.230769231,16.346153846,NA,0.0386111777,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.02333,-114.44525,"SHOVEL CREEK","ID",NA,"WIDP99-0605","2001",NA,3.0545454545,3.232,149,5.1861966952,0.4636363636,NA,15.121229815,4.9068321203,14.893617021,0,NA,NA,19.230769231,16.346153846,NA,0.0386111777,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.02333,-114.44525,"SHOVEL CREEK","ID",NA,"WIDP99-0605","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.60219,-115.52497,"OROGRANDE CREEK","ID",NA,"WIDP99-0607","2001",NA,23.636363636,3.86,640,13.584759032,1.0727272727,NA,37.707103217,9.4015128682,0,0,NA,NA,12.5,0.9615384615,NA,0.0366921394,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,44.05506,-113.23232,"LITTLE LOST RIVER","ID",NA,"WIDP99-0610","2001",NA,11.981818182,0.925,316.8,11.054596839,0.6863636364,NA,28.293163531,17.704444444,26,0,NA,NA,32.380952381,31.428571429,NA,0.054179839,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.07931,-116.0938,"FISHER CREEK","ID",NA,"WIDP99-0611","2001",NA,19.845454545,1.2,316.8,10.595524351,1.1863636364,NA,21.194974407,26.340140512,0,0,NA,NA,27.619047619,19.047619048,NA,0.001913142,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.43438,-116.24657,"BERG CREEK","ID",NA,"WIDP99-0613","2001",NA,2.48,11.12,210,3.5741375212,0.66,NA,34.545583072,1.4757142857,11.940298507,0,NA,NA,56.25,17.708333333,NA,0.142983871,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,48.75671,-116.73369,"LION CREEK","ID",NA,"WIDP99-0614","2001",NA,10.018181818,13.496,520,5.4026830868,1.2272727273,NA,11.045985544,14.699114171,28.712871287,0,NA,NA,0,0,NA,0.0086590639,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,43.66638,-114.53681,"THOMPSON CREEK","ID",NA,"WIDP99-0615","2001",NA,5,4.5,150,7.720274911,0.5227272727,NA,19.073982048,4.7973474285,3.9603960396,0,NA,NA,20.952380952,5.7142857143,NA,0.0180746667,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.86041,-116.03806,"BREAKFAST CREEK","ID",NA,"WIDP99-0690","2002",NA,6.7272727273,5.2,NA,8.1276529021,0.5181818182,NA,19.70782284,NA,1,0,NA,NA,5.7142857143,1.9047619048,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,42.37661,-111.47717,"NORTH CREEK","ID",NA,"WIDP99-0694","2002",NA,6.1181818182,5.31,NA,6.6435685527,0.675,NA,18.39,NA,0,0,NA,NA,21.153846154,17.307692308,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,44.4664,-111.91133,"EAST CAMAS CREEK","ID",NA,"WIDP99-0695","2002",NA,6.3,3.48,NA,5.0947394403,0.8909090909,NA,11.912211995,NA,17,0,NA,NA,29.523809524,24.761904762,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,44.13731,-115.18667,"WAPITI CREEK","ID",NA,"WIDP99-0697","2002",NA,5.8545454545,5.3,204,5.4427974489,0.6363636364,NA,7.800637861,8.5592156863,3.8834951456,0,NA,NA,14.285714286,4.7619047619,NA,0.0232733528,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,44.13731,-115.18667,"WAPITI CREEK","ID",NA,"WIDP99-0697","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,44.13731,-115.18667,"WAPITI CREEK","ID",NA,"WIDP99-0697","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.36471,-116.74636,"LAPWAI CREEK","ID",NA,"WIDP99-0698","2002",NA,9.4818181818,3.2,277.2,12.392552989,0.6363636364,NA,44.708795403,2.8095131251,0,0,NA,NA,3.8095238095,2.8571428571,NA,0.0013297265,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,47.10877,-116.73196,"HANGMAN CREEK","ID",NA,"WIDP99-0699","2002",NA,2.9181818182,5.15,NA,3.7816531076,0.6545454545,NA,11.819507485,NA,4,0.6666666667,NA,NA,9.5238095238,4.7619047619,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,42.90988,-112.32627,"NNT TO NORTH FORK POCATELLO CREEK","ID",NA,"WIDP99-0700","2002",NA,1.3727272727,2.88,NA,NA,0.6181818182,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,43.52574,-111.25428,"MIKE SPENCER CANYON CREEK","ID",NA,"WIDP99-0701","2002",NA,2.3,6.5664,NA,2.1344019434,0.8727272727,NA,8.2271834513,NA,7,0,NA,NA,7.619047619,3.8095238095,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,44.38768,-114.69394,"YANKEE FORK","ID",NA,"WIDP99-0724","2002",NA,13.581818182,2.66,NA,12.415528022,0.7090909091,NA,23.357085394,NA,0,0,NA,NA,6.6666666667,0.9523809524,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.66214,-115.7863,"NORTH FORK OF REEDS CREEK","ID",NA,"WIDP99-0725","2002",NA,2.7272727273,2.569,NA,3.6945961136,0.5,NA,6.5801613493,NA,0,0,NA,NA,21.904761905,2.8571428571,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.93882,-116.46172,"WEST FORK POTLATCH RIVER","ID",NA,"WIDP99-0726","2002",NA,1.8454545455,3.317,NA,2.0121473609,0.6545454545,NA,5.1663199666,NA,8.6666666667,0,NA,NA,82.857142857,70.476190476,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,42.85248,-112.07726,"SOUTH FORK TOPENCE CREEK","ID",NA,"WIDP99-0727","2002",NA,4.18,3.34,NA,5.2433373999,0.62,NA,15.417342995,NA,0,0,NA,NA,18.095238095,16.19047619,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,47.19756,-115.63723,"PROSPECTOR CREEK","ID",NA,"WIDP99-0729","2002",NA,7.1545454545,7.65,NA,7.2044002642,0.8272727273,NA,19.223653825,NA,13,0,NA,NA,0,0,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,44.70859,-115.83017,"NNT TO NORTH FORK GOLD RIVER","ID",NA,"WIDP99-0737","2002",NA,3.0909090909,7.38,NA,4.3259588883,0.5363636364,NA,18.34121299,NA,20.945945946,3.3783783784,NA,NA,28,1,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.89351,-115.44778,"AMERICAN RIVER","ID",NA,"WIDP99-0738","2002",NA,5.6181818182,1.82,NA,6.5371179536,0.5272727273,NA,14.179946147,NA,1.9801980198,0,NA,NA,19.047619048,2.8571428571,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,42.00739,-115.21883,"FLAT CREEK","ID",NA,"WIDP99-0768","2003",NA,5.9090909091,1.75,158.4,8.5847148676,0.4727272727,NA,18.215407544,12.825431186,19,0,NA,NA,18.095238095,11.428571429,NA,0.0029027778,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,44.27217,-113.65676,"PAHSIMEROI RIVER","ID",NA,"WIDP99-0769","2003",NA,11.436363636,2.25,158.4,18.899974398,0.33,NA,24.666850997,16.688888889,12,0,NA,NA,6.6666666667,1.9047619048,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,44.27217,-113.65676,"PAHSIMEROI RIVER","ID",NA,"WIDP99-0769","2003",NA,11.436363636,2.25,158.4,18.899974398,0.33,NA,24.666850997,16.688888889,12,0,NA,NA,6.6666666667,1.9047619048,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,44.26809,-115.87505,"RATTLESNAKE CREEK","ID",NA,"WIDP99-0770","2003",NA,7.1636363636,16.88,160,9.7373180068,0.4909090909,NA,14.071380319,5.6676,58.415841584,0,NA,NA,13.333333333,0,NA,0.0474558217,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,42.21358,-112.14561,"SECOND CREEK","ID",NA,"WIDP99-0772","2003",NA,3.5545454545,2.966,149,6.1407626766,0.6090909091,NA,29.277562715,1.1593590604,0,0,NA,NA,38.095238095,32.380952381,NA,0.0071182135,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.94552,-110.74877,"BELT CREEK","MT",NA,"WMTP99-0503","2002",NA,9.6818181818,3.2931,261.6,10.243891289,0.5,NA,17.375476113,8.7457969533,9.0909090909,0,NA,NA,7.6923076923,4.8076923077,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.41473,-111.99713,"DUTCHMAN CREEK","MT",NA,"WMTP99-0505","2002",NA,4.5818181818,3.028,223.5,11.104077423,0.2090909091,NA,16.570366025,4.4816237517,10,0,NA,NA,33.333333333,16.666666667,NA,0.0004531089,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.27109,-110.77437,"SIXMILE CREEK","MT",NA,"WMTP99-0507","2002",NA,8.7090909091,3.964,227.7,11.496221719,0.3181818182,NA,16.734436146,8.3007512828,0,0,NA,NA,15.238095238,8.5714285714,NA,0.0048097385,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.09771,-114.09283,"LITTLE SLEEPING CHILD CREEK","MT",NA,"WMTP99-0509","2001",NA,3.2909090909,1.0986,238.4,8.3827907257,0.2681818182,NA,17.970168864,4.8911302724,8.6666666667,0,NA,NA,57.142857143,4.7619047619,NA,0.0099419704,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,48.20566,-109.75453,"MUDDY CREEK","MT",NA,"WMTP99-0510","2000",NA,0.99,3.485,163.9,NA,0,NA,13.188095238,NA,2.2222222222,0,NA,NA,39.705882353,5.8823529412,NA,0.0200725991,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,48.82479,-114.52056,"MOOSE CREEK","MT",NA,"WMTP99-0515","2000",NA,6.24,3.3355,237.6,5.7112907989,0.7454545455,NA,13.846725767,7.3622301309,12,0,NA,NA,7.6923076923,1.9230769231,NA,0.0108139353,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.97382,-112.62295,"KEEP COOL CREEK","MT",NA,"WMTP99-0516","2002",NA,3.8181818182,2.3555,223.5,5.7231960288,0.4454545455,NA,10.968627062,8.5456735933,6,0,NA,NA,28.571428571,14.285714286,NA,0.0009796527,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.90731,-113.48004,"PINTLER CREEK","MT",NA,"WMTP99-0517","2001",NA,4.9,6.0411,148.5,9.0471306471,0.3545454545,NA,22.512196081,5.9837660305,16.161616162,0,NA,NA,19.047619048,0.9523809524,NA,0.0189019446,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.37006,-111.62065,"JACK CREEK","MT",NA,"WMTP99-0518","2002",NA,8.2727272727,2.61,247.5,9.7834825525,0.4181818182,NA,14.179184116,4.9159100083,0,0,NA,NA,19.047619048,8.5714285714,NA,0.0011555556,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.93093,-110.86907,"SPRING PARK CREEK","MT",NA,"WMTP99-0521","2001",NA,1.1545454545,3.2535,223.5,5.8441784795,0.1272727273,NA,12.253291317,2.4777906879,4.6666666667,0,NA,NA,29.523809524,16.19047619,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.24567,-110.35652,"TRIB TO COCO CREEK","MT",NA,"WMTP99-0523","2003",NA,2.9444444444,4.3075,148.5,4.8991211208,0.3777777778,NA,14.559357472,3.4030460859,5.2083333333,0,NA,NA,8,0,NA,0.0062069754,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,48.83676,-114.36791,"MOOSE CREEK","MT",NA,"WMTP99-0600","2001",NA,8.4545454545,1.8064,148.5,18.611537521,0.2454545455,NA,29.457844959,10.180994969,0,0,NA,NA,27.619047619,11.428571429,NA,0.0097506969,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.47068,-104.76994,"O'FALLON CREEK","MT",NA,"WMTP99-0604","2001",NA,12.054545455,0.387,297,13.364695928,0.4818181818,NA,17.783103576,31.347295455,69,0,NA,NA,30.476190476,5.7142857143,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,48.3536,-113.87986,"HUNGRY HORSE CREEK","MT",NA,"WMTP99-0607","2001",NA,8.0272727273,2.3012,148.5,10.76493673,0.4272727273,NA,16.811075346,13.34091618,9,0,NA,NA,22.115384615,1.9230769231,NA,0.0128845267,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,47.20769,-115.21949,"SOUTH FORK LITTLE JOE CREEK","MT",NA,"WMTP99-0608","2001",NA,7.2636363636,4.1866,207.9,10.333332844,0.3909090909,NA,18.395452848,10.401419963,18,0,NA,NA,16.19047619,3.8095238095,NA,0.072345061,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.29743,-113.2271,"FRED BURR CREEK","MT",NA,"WMTP99-0609","2001",NA,6.36,17.465,148.5,8.3363946582,0.3818181818,NA,19.107829485,9.7752083333,39,0,NA,NA,30.476190476,0.9523809524,NA,0.0051945027,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.95863,-109.5488,"MIDDLE FORK BEAVER CREEK","MT",NA,"WMTP99-0613","2001",NA,4.8636363636,0.9334,178.2,6.236689226,0.2727272727,NA,8.1889181451,24.318330433,53,1,NA,NA,86.666666667,58.095238095,NA,0.0033829468,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.25091,-109.76885,"FISH CREEK","MT",NA,"WMTP99-0628","2001",NA,4.5090909091,0.3781,149,6.0589484178,0.5,NA,14.906140968,10.186690999,14.666666667,0,NA,NA,57.142857143,28.571428571,NA,8.63282e-05,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.167,-112.20748,"LITTLE BOULDER RIVER","MT",NA,"WMTP99-0633","2001",NA,5.5454545455,4.1397,148.5,8.5447350224,0.4090909091,NA,18.305224199,10.164768939,20,0,NA,NA,36.19047619,0,NA,0.0023157256,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,48.48842,-104.55725,"BIG MUDDY CREEK","MT",NA,"WMTP99-0635","2001",NA,14.181818182,0.368,415.8,13.011620955,0.7090909091,NA,26.094348432,1.5453333333,0,0,NA,NA,100,100,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.31896,-105.31651,"LITTLE POWDER RIVER","MT",NA,"WMTP99-0648","2001",NA,8.0363636364,0.3232,237.6,7.6763733885,0.6,NA,13.521816932,26.849951623,44,0,NA,NA,60,33.333333333,NA,0.0001864421,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,48.91179,-107.30761,"FRENCHMAN CREEK","MT",NA,"WMTP99-0653","2001",NA,6.9,0.2225,158.4,8.0004331274,0.6181818182,NA,14.298132184,18.507858873,100,0,NA,NA,93.333333333,28.571428571,NA,0.0010082711,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.24671,-106.16078,"OTTER CREEK","MT",NA,"WMTP99-0697","2002",NA,14.272727273,1.3505,436,34.071486253,0.3,NA,101.36259643,2.5049082569,87.272727273,0,NA,NA,92.380952381,89.523809524,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.78824,-113.44401,"MCCORMICK CREEK","MT",NA,"WMTP99-0698","2002",NA,0.9909090909,1.8,223.5,1.3469290698,0.3545454545,NA,4.7379670318,4.7843959732,1.3333333333,0,NA,NA,50.476190476,28.571428571,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.4108,-109.03573,"CURRANT CREEK","MT",NA,"WMTP99-0699","2002",NA,1.8636363636,1.2677,149,4.3632258918,0.2,NA,5.7121350494,4.3478295302,0,0,NA,NA,100,100,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.80412,-112.3804,"FISH CREEK","MT",NA,"WMTP99-0701","2002",NA,5.4428571429,2.7295,198,9.7343953183,2.5181818182,NA,15.714944657,8.6521146451,8.0808080808,0,NA,NA,17.142857143,5.7142857143,NA,0.0072377316,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.72391,-111.17057,"SPAIN FERRIS DITCH","MT",NA,"WMTP99-0702","2002",NA,4.6636363636,1.194,168.3,7.883736152,0.3,NA,12.334182539,5.046418582,0,0,NA,NA,47.619047619,31.428571429,NA,7.38957e-05,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.12371,-109.67706,"UNKNOWN","MT",NA,"WMTP99-0703","2003",NA,3.5545454545,20.3625,148.5,7.3994348349,0.2909090909,NA,24.329449197,0.5935448232,16.161616162,19.191919192,NA,NA,12.380952381,0.9523809524,NA,0.0242417353,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,47.987,-114.56456,"MOUNT CREEK TRIBUTARY","MT",NA,"WMTP99-0704","2002",NA,1.9636363636,5.8145,149,6.287225781,0.2636363636,NA,45.473412698,0.9690545302,2,2.6666666667,NA,NA,33.333333333,26.666666667,NA,0.0148539647,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.68552,-114.55801,"WEST FORK LOLO CREEK","MT",NA,"WMTP99-0705","2002",NA,6.7909090909,1.9766,261.6,12.726867215,0.2,NA,18.255855023,9.400226055,49.541284404,0,NA,NA,25.438596491,8.7719298246,NA,0.0081581678,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.95293,-111.54141,"CROOKED CREEK","MT",NA,"WMTP99-0707","2003",NA,3.8090909091,4.33,149,10.444782218,0.2727272727,NA,15.061469534,4.4001997797,11.333333333,0,NA,NA,30.476190476,11.428571429,NA,0.0069050632,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,47.5298,-112.17047,"SCHOOL SECTION COULEE","MT",NA,"WMTP99-0712","2003",NA,3.6909090909,0.7325,2235,6.1752620365,0.1363636364,NA,8.271807355,1.9467281879,0,0,NA,NA,45.714285714,29.523809524,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.55253,-110.30636,"WEST BOULDER RIVER","MT",NA,"WMTP99-0713","2002",NA,25.227272727,1.8535,523.2,24.362264229,0.5,NA,39.976681956,7.1453708511,12.727272727,0,NA,NA,4.0404040404,2.0202020202,NA,0.0005307257,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.35114,-109.55993,"INGERSOL CREEK","MT",NA,"WMTP99-0715","2003",NA,1.78,0.795,223.5,3.615377848,0.3636363636,NA,7.7857418167,4.7271927211,5.3691275168,0,NA,NA,99.047619048,49.523809524,NA,0.0004373727,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,46.67541,-110.43969,"BASIN CREEK","MT",NA,"WMTP99-0716","2002",NA,1.0181818182,9.1785,223.5,5.0079641733,0.1,NA,9.0716456583,1.8545650168,31.333333333,0,NA,NA,40,14.285714286,NA,0.0220333973,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,48.27115,-109.52618,"CLEAR CREEK","MT",NA,"WMTP99-0719","2002",NA,4.6272727273,1.846,149,8.7769315595,0.3,NA,13.517205227,12.640513248,23.333333333,0,NA,NA,41.904761905,18.095238095,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.23513,-113.4746,"UPPER BIG HOLE RIVER","MT",NA,"WMTP99-0721","2002",NA,8.4727272727,2.2947,109,10.445595672,0.6272727273,NA,19.932695123,9.7717485554,9.1743119266,0,NA,NA,13.333333333,2.8571428571,NA,0.0002512108,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,47.21191,-112.49504,"LONE PINE CREEK","MT",NA,"WMTP99-0722","2002",NA,1.7545454545,4.3775,149,5.9032484119,0.2,NA,15.19609753,2.5228363679,10,0,NA,NA,20.952380952,20.952380952,NA,0.000221859,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.82571,-112.88098,"JERRY CREEK","MT",NA,"WMTP99-0723","2002",NA,10.890909091,2.595,287.1,16.129652831,0.3090909091,NA,20.828101372,5.8041185364,7,0,NA,NA,23.076923077,5.7692307692,NA,0.0027021409,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.82571,-112.88098,"JERRY CREEK","MT",NA,"WMTP99-0723","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.82571,-112.88098,"JERRY CREEK","MT",NA,"WMTP99-0723","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.3301,-112.30923,"MCHESSOR CREEK","MT",NA,"WMTP99-0727","2002",NA,1.7636363636,2.439,223.5,7.2134322987,0.1181818182,NA,11.395804926,1.5057793624,0,0,NA,NA,41,25,NA,0.0002942872,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,47.49904,-110.71565,"HIGHWOOD CREEK","MT",NA,"WMTP99-0729","2002",NA,15.681818182,1.2805,218,26.205978824,0.2,NA,30.677537478,18.577787995,15.454545455,0,NA,NA,24.509803922,18.62745098,NA,0.0003556974,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,48.62027,-106.95642,"WILLOW CREEK","MT",NA,"WMTP99-0731","2002",NA,12.527272727,0.6015,436,12.217978306,0.4272727273,NA,21.852704901,33.129491857,100,0,NA,NA,37.142857143,28.571428571,NA,0,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.14166,-109.03924,"BEAR CREEK","MT",NA,"WMTP99-0733","2004",NA,1.7363636364,1.0135,223.5,3.7954611277,0.0636363636,NA,5.6936221752,7.4051261169,0,0,NA,NA,31.428571429,20.952380952,NA,0.0001494548,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,45.06537,-113.20299,"BROWNS CREEK","MT",NA,"WMTP99-0745","2002",NA,2.6636363636,2.4455,149,6.8811691273,0.2,NA,7.4921615315,3.6458501188,0,0,NA,NA,56.19047619,47.619047619,NA,0,NA,NA,"EPA"
